Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,52.25092315673828,56.87352079210541,43.1875167592935,46.64148069529059,855215656
1,2007-10-08,49.576053619384766,54.016862537626224,49.26441654631749,54.016862537626224,126671715
2,2007-10-09,52.95210266113281,53.419554713185995,46.92714553268396,49.60201670610783,116725709
3,2007-10-10,53.445526123046875,54.53625229612375,52.97807406164678,54.328493084779,67931378
4,2007-10-11,59.41854476928711,62.32714565110846,52.97807591685675,62.32714565110846,106320954
5,2007-10-12,59.028995513916016,61.23641458159816,57.652606210068896,58.171998931876466,99410791
6,2007-10-15,59.8080940246582,60.61315709719729,59.28870122097458,60.249579316732444,41814972
7,2007-10-16,65.91095733642578,66.94974995491496,59.470488187972286,59.88599959959553,138614496
8,2007-10-17,71.05294799804688,72.71500060587947,55.10758390026759,59.2107888242532,204876259
9,2007-10-18,68.55986022949219,77.62326694998494,65.6252924665311,72.1956096460106,146617799
10,2007-10-19,68.32613372802734,71.10488631487198,64.9241070310571,67.00167800518918,110266491
11,2007-10-22,67.41719055175781,69.52072816186728,65.1837977223664,66.9497385322573,72253405
12,2007-10-23,72.2215805053711,72.87082144558245,69.07925012791905,69.07925012791905,74594921
13,2007-10-24,71.10488891601562,74.53288255767866,70.29982590725984,73.75378636916345,63055170
14,2007-10-25,70.9490737915039,72.61113361186473,62.664755601908865,68.68971364482199,34522489
15,2007-10-26,73.07858276367188,74.24721654602295,70.24788922853523,72.19561219912036,62370025
16,2007-10-29,74.55884552001953,76.35075327592689,73.90960460044656,74.27318233329336,43657697
17,2007-10-30,76.22090148925781,78.27249847130612,73.33826771577914,75.57166060037268,79921711
18,2007-10-31,77.8050537109375,79.51905404459195,76.35075680182024,76.61045318164226,44655368
19,2007-11-01,76.0650863647461,80.32410980093823,75.44181928157917,79.72680953780174,50632492
20,2007-11-02,77.44147491455078,77.90893402768407,72.71499945673308,73.31230675802226,32001693
21,2007-11-05,79.02562713623047,80.76559426864995,76.92208225863136,77.38954137235233,38833135
22,2007-11-06,80.06442260742188,85.12850258213234,78.97369628084874,80.40202653012605,81880281
23,2007-11-07,78.8957748413086,82.68733892498679,77.1298409810299,81.54467915408398,33593141
24,2007-11-08,77.54535675048828,79.64890163812531,75.83136347438267,76.87014898589277,27990521
25,2007-11-12,79.41516876220703,80.81753196204139,73.1564820900157,75.20808620741879,35153735
26,2007-11-13,81.31095886230469,82.94704472720406,78.19460215022379,80.76559925557673,43830531
27,2007-11-14,80.24620819091797,83.88195776630566,79.83068972690141,82.73929079615469,36738579
28,2007-11-15,81.59661865234375,83.02494862879477,80.06440731426498,81.75243365007074,29242252
29,2007-11-16,81.0252914428711,82.86913291726692,80.09038025094132,81.23304713728376,18895294
30,2007-11-19,83.9598617553711,86.99831089630602,82.24586841674902,82.86913551955915,40716718
31,2007-11-20,82.661376953125,85.95952236707782,81.64855825968476,83.62225496195276,26342171
32,2007-11-21,76.22090148925781,83.6482144402179,74.37705313799535,83.15479559149391,26814499
33,2007-11-22,73.59797668457031,78.48027464148738,70.40371237276467,75.41585148499645,34096185
34,2007-11-23,78.48027038574219,78.94772247156013,74.06542477939514,78.42832969960345,27664090
35,2007-11-26,79.1035385131836,81.38886533054689,78.48027140556565,81.38886533054689,20159123
36,2007-11-27,77.15581512451172,80.45396065821008,76.35075914029224,80.45396065821008,20573198
37,2007-11-28,76.01314544677734,79.20741653647964,75.49375269004072,78.84383878887796,16435311
38,2007-11-29,73.9615478515625,78.32444557366883,73.00066984828123,77.90893418859778,25530967
39,2007-11-30,76.81819915771484,77.28565117331063,74.27317636639182,75.31196175425545,18437721
40,2007-12-03,77.908935546875,78.86981356690838,77.1558132229992,77.75311349122042,16851227
41,2007-12-04,76.89611053466797,79.07756277718956,76.32477713355854,78.42832187700036,14008727
42,2007-12-05,79.96053314208984,80.24620338989415,76.8701504147332,77.02596542646992,27725290
43,2007-12-06,78.48027038574219,82.9210757680856,77.46745166254054,81.70050134504436,24104710
44,2007-12-07,78.14265441894531,80.09037718842761,76.74029825174699,78.97368420953407,11742386
45,2007-12-10,78.22057342529297,79.18144441058368,77.20775470952971,78.89578120599161,8330010
46,2007-12-11,77.85699462890625,79.3632322274398,77.46745005800713,78.92174697147776,11685950
47,2007-12-12,77.8050537109375,78.5062353454,76.35075680182024,76.87014956146429,16342131
48,2007-12-13,76.5065689086914,78.9477176042721,76.22090571961309,77.908932124402,14620172
49,2007-12-14,75.75344848632812,76.9480560444722,75.36390392176888,76.24687441932254,10991851
50,2007-12-17,71.18280029296875,76.61045777452956,70.11804084503576,76.19493931507441,19355678
51,2007-12-18,70.87115478515625,73.23438888441345,68.66373568672589,70.37772887468003,21607783
52,2007-12-19,69.57267761230469,73.77976040766359,68.97537734292943,73.15648627327145,19526912
53,2007-12-20,68.87149810791016,71.0529506012115,68.55986103105062,70.48161713442158,17105204
54,2007-12-24,70.97503662109375,72.09172958702213,69.33894387795227,69.91027729264336,16711519
55,2007-12-26,73.1305160522461,74.01348652745575,71.36458214654165,71.36458214654165,20930094
56,2007-12-27,73.64990997314453,75.67554028113985,73.02663585773904,74.63675478527404,44565277
57,2007-12-28,74.22125244140625,74.53288953705146,72.71500765324038,73.49409686999547,18354518
58,2007-12-31,74.7666015625,75.20808679886157,73.85766427075583,74.7925754262359,11982308
59,2008-01-01,76.14299011230469,76.84417171039368,74.45496373102719,75.15614532911619,16687746
60,2008-01-02,75.72747802734375,76.71432280119272,74.61078507154846,76.14298939168604,13437280
61,2008-01-03,78.84384155273438,79.15547862664376,74.35109545841327,75.26003281456498,31815218
62,2008-01-04,78.42832946777344,81.0252933198803,77.90893669735206,79.98650777903757,28011310
63,2008-01-07,77.77909088134766,79.57099176722515,76.94806101433763,77.93490589934899,15858063
64,2008-01-08,75.13018035888672,78.94771844710785,74.22124305429668,77.85699227265681,13282666
65,2008-01-09,73.9355697631836,75.54568861660081,73.75378090083227,75.20808475492818,13113527
66,2008-01-10,72.16963958740234,76.35075545564695,71.67621365655424,74.27318445370132,18023003
67,2008-01-11,73.26036071777344,73.96154229149512,70.37772692463197,73.15647935695743,11629440
68,2008-01-14,74.37705993652344,75.15614907439921,72.2215813973435,73.39021510415716,10264240
69,2008-01-15,72.1176986694336,75.88329609824302,71.52039841725511,75.57166608473426,11558334
70,2008-01-16,70.63743591308594,72.19561433566655,68.84553495394772,71.5983140159538,14834065
71,2008-01-17,72.5332260131836,74.14334514137299,69.39089526976062,70.89713301753166,16169395
72,2008-01-18,69.15716552734375,72.01382569941867,68.55985821922869,71.9359111498627,13254156
73,2008-01-21,57.39291000366211,68.55985355258522,49.99156017562317,68.55985355258522,33202389
74,2008-01-22,51.62765121459961,54.536251977577116,41.006066827069716,51.731529058486494,58755707
75,2008-01-23,57.39291000366211,59.600329077286446,52.45867913320771,52.45867913320771,28425991
76,2008-01-24,57.522762298583984,61.59999687630224,54.795950306727946,60.483303850485186,29911930
77,2008-01-25,60.48331069946289,60.76897393211905,58.042161631485655,60.249581112950786,12550722
78,2008-01-28,61.132545471191406,61.59999755169175,54.795950907517096,59.652274679010944,13601109
79,2008-01-29,60.119720458984375,62.171324487753495,59.21078321365633,61.28835406012044,7679877
80,2008-01-30,56.795616149902344,60.50927312832484,56.042493798914045,60.24957673759998,9016102
81,2008-01-31,53.08195495605469,57.54873422714474,52.45868433092432,57.39291569027273,41538563
82,2008-02-01,54.92579650878906,55.31534106495473,53.49746646951495,53.99088886951997,9089201
83,2008-02-04,57.75648880004883,58.4317000984018,55.9645844669119,55.9645844669119,12009385
84,2008-02-05,59.548397064208984,60.327486262426,56.61382915986802,57.86037046807211,14593303
85,2008-02-06,59.028995513916016,59.730177097299155,55.73085384385238,57.912302570972685,12429218
86,2008-02-07,56.25025177001953,60.22360857288286,55.88667753558726,58.223944999968865,11300078
87,2008-02-08,54.79595184326172,57.0812786439571,53.7831331142858,56.61382655547413,13514197
88,2008-02-11,50.926475524902344,55.57504392226387,50.381112378145964,55.57504392226387,15133331
89,2008-02-12,50.01753616333008,52.79628895515013,49.6020212333816,52.45868505589322,10237627
90,2008-02-13,49.29038619995117,51.54974261983129,48.27757101018714,50.90050166198799,10395753
91,2008-02-14,53.60134506225586,54.14670815297893,50.38110720174152,50.38110720174152,12514003
92,2008-02-15,55.13355255126953,55.575037793374705,51.96525539845679,53.39358544692266,12080990
93,2008-02-18,54.82191848754883,56.38010032964135,54.35446640057145,56.38010032964135,6977153
94,2008-02-19,54.22461700439453,55.93861382255277,53.809102090544414,55.80876563212196,7226542
95,2008-02-20,52.87419509887695,53.731195280219815,52.27689482411242,53.705224937326214,5604999
96,2008-02-21,53.23777389526367,54.14671125780228,52.588532922021805,53.731196330455944,3874365
97,2008-02-22,52.56256103515625,52.90016492238543,50.926471717214795,51.47183482319528,2691220
98,2008-02-25,53.00404357910156,53.653284543182366,51.73153199397471,53.18583245798725,6270186
99,2008-02-26,53.21179962158203,53.96491839044489,52.95210325146674,53.49746633318034,7139423
100,2008-02-27,56.328155517578125,59.106904537492554,53.990888209170656,53.990888209170656,43223132
101,2008-02-28,57.91230773925781,58.35379300113677,56.094433050698214,56.87352220293804,35763847
